Уникальный ID записи,ID причала,Название причала,Название судна - отсутсвует если отменено,Название маршрута ,Швартовочное место,Дата начала действия записи расписания в UTC,Дата окончания действиязаписи  расписания в UTC,Время подхода судна в минутах от начала суток,Время отхода судна в минутах от начала суток,Время стоянки,Название судна которое было отменено,"Тип записи - пустое знеачение если изменений нет, Отмена - судно отменено",Дата начала действия записи расписания ,Дата окончания действия записи расписания,Причаливание/подход,Отход
1045790,73,Зарядье,Столица-2,Круговой,A,1718485200,1731790800,1235,1245,10,,,2024-06-16,2024-11-17,8:35:00 PM,8:45:00 PM
1059292,50,Китай-город,Михаил Сеспель,Северный 1А,C,1718917200,1731790800,1235,1238,3,,,2024-06-21,2024-11-17,8:35:00 PM,8:38:00 PM
1075292,50,Китай-город,Снегири-3,Исторический,A,1719349200,1731790800,1235,1245,10,,,2024-06-26,2024-11-17,8:35:00 PM,8:45:00 PM
1083687,46,Киевский,Алексия,Северный,A,1719608400,1731790800,1235,1245,7,,,2024-06-29,2024-11-17,8:35:00 PM,8:45:00 PM
1084418,50,Китай-город,Михаил Сеспель,Северный 1А,C,1719522000,1731790800,1235,1245,7,,,2024-06-28,2024-11-17,8:35:00 PM,8:45:00 PM
1090959,32,Нескучный сад,Святогор,Северный 1А,B,1719867600,1731790800,1238,1241,3,,,2024-07-02,2024-11-17,8:38:00 PM,8:41:00 PM
1037056,51,Патриарший,Столица-1,Круговой,A,1718139600,1731790800,1239,1244,5,,,2024-06-12,2024-11-17,8:39:00 PM,8:44:00 PM
1085385,45,Воробьевы горы,Снегири-4,Северный,A,1719608400,1731790800,1239,1243,4,,,2024-06-29,2024-11-17,8:39:00 PM,8:43:00 PM
1093938,75,Серебряный бор-2,Амстердам,Серебряный бор,A,1719954000,1731790800,1239,1245,6,,,2024-07-03,2024-11-17,8:39:00 PM,8:45:00 PM
866350,71,Северный речной вокзал,Москва-1,СРВ - Захарково,8,1714165200,1731531600,1240,1260,20,,,2024-04-27,2024-11-14,8:40:00 PM,9:00:00 PM
960181,33,Крымский мост,Волна,Разовый подход,B,1716238800,1731790800,1240,1250,10,,,2024-05-21,2024-11-17,8:40:00 PM,8:50:00 PM
1094052,73,Зарядье,Лагуна,Центральный,B,1719954000,1731790800,1240,1250,10,,,2024-07-03,2024-11-17,8:40:00 PM,8:50:00 PM
892104,31,Парк Горького,,Центральный,C,1714510800,1731790800,1241,1247,4,,,2024-05-01,2024-11-17,8:41:00 PM,8:47:00 PM
978609,31,Парк Горького,,Центральный,C,1716670800,1731790800,1241,1247,4,,,2024-05-26,2024-11-17,8:41:00 PM,8:47:00 PM
1081563,32,Нескучный сад,Рио,Северный 1А,A,1719435600,1731790800,1241,1245,4,,,2024-06-27,2024-11-17,8:41:00 PM,8:45:00 PM
1071498,46,Киевский,Алина Браво,Северный 1А,B,1719262800,1731790800,1242,1252,10,,,2024-06-25,2024-11-17,8:42:00 PM,8:52:00 PM
1094484,50,Китай-город,Москва-46,Северный,B,1719954000,1731790800,1243,1253,10,,,2024-07-03,2024-11-17,8:43:00 PM,8:53:00 PM
1094394,49,Новоспасский,Алина Танго,Исторический,B,1719954000,1731790800,1244,1252,5,,,2024-07-03,2024-11-17,8:44:00 PM,8:52:00 PM
988790,93,Серебряный бор-3,Амстердам,Разовый подход,A,1716930000,1731618000,1245,1250,5,,,2024-05-29,2024-11-15,8:45:00 PM,8:50:00 PM
939122,51,Патриарший,М-88,Центральный,A,1715634000,1731790800,1246,1251,5,,,2024-05-14,2024-11-17,8:46:00 PM,8:51:00 PM
1058522,32,Нескучный сад,Москва-61,Исторический,C,1718917200,1731790800,1246,1250,4,,,2024-06-21,2024-11-17,8:46:00 PM,8:50:00 PM
1061425,32,Нескучный сад,Флагман,Северный,B,1718917200,1731790800,1246,1249,3,,,2024-06-21,2024-11-17,8:46:00 PM,8:49:00 PM
1093728,45,Воробьевы горы,Москва-21,Северный 1А,A,1719954000,1731790800,1246,1250,4,,,2024-07-03,2024-11-17,8:46:00 PM,8:50:00 PM
1053517,45,Воробьевы горы,Москва-28,Исторический,B,1718744400,1731790800,1247,1257,10,,,2024-06-19,2024-11-17,8:47:00 PM,8:57:00 PM
963201,47,Красный октябрь,Адмиралъ,Исторический,A,1716325200,1731790800,1249,1253,4,,,2024-05-22,2024-11-17,8:49:00 PM,8:53:00 PM
1073837,55,Третьяковский,Идегей,Круговой,A,1719262800,1731790800,1249,1253,4,,,2024-06-25,2024-11-17,8:49:00 PM,8:53:00 PM
1094902,32,Нескучный сад,Снегири-1,Северный,A,1719954000,1731790800,1249,1253,4,,,2024-07-03,2024-11-17,8:49:00 PM,8:53:00 PM
844822,50,Китай-город,Олимпиада,Исторический,A,1719435600,1731790800,1250,1260,10,,,2024-06-27,2024-11-17,8:50:00 PM,9:00:00 PM
1062025,46,Киевский,Снегири-2,Северный,A,1718917200,1731790800,1250,1260,7,,,2024-06-21,2024-11-17,8:50:00 PM,9:00:00 PM
1080051,50,Китай-город,Счастье,Северный 1А,C,1719435600,1731790800,1250,1253,3,,,2024-06-27,2024-11-17,8:50:00 PM,8:53:00 PM
1092088,50,Китай-город,Счастье,Северный 1А,C,1719867600,1731790800,1250,1260,7,,,2024-07-02,2024-11-17,8:50:00 PM,9:00:00 PM
1093942,57,Троице-Лыково,Амстердам,Серебряный бор,A,1719954000,1731790800,1250,1260,7,,,2024-07-03,2024-11-17,8:50:00 PM,9:00:00 PM
1094008,73,Зарядье,Конкорд,Круговой,A,1719954000,1731790800,1250,1260,10,,,2024-07-03,2024-11-17,8:50:00 PM,9:00:00 PM
1076402,32,Нескучный сад,Удача,Северный 1А,B,1719349200,1731790800,1253,1256,3,,,2024-06-26,2024-11-17,8:53:00 PM,8:56:00 PM
1093848,93,Серебряный бор-3,Будь готов,Серебряный бор,A,1719954000,1731790800,1253,1256,3,,,2024-07-03,2024-11-17,8:53:00 PM,8:56:00 PM
1045793,51,Патриарший,Столица-2,Круговой,A,1718485200,1731790800,1254,1259,5,,,2024-06-16,2024-11-17,8:54:00 PM,8:59:00 PM
1094574,45,Воробьевы горы,Москва-24,Северный,A,1719954000,1731790800,1254,1258,4,,,2024-07-03,2024-11-17,8:54:00 PM,8:58:00 PM
1004757,73,Зарядье,Юнга,Центральный,B,1717448400,1731790800,1255,1265,10,,,2024-06-04,2024-11-17,8:55:00 PM,9:05:00 PM
868927,31,Парк Горького,Советский союз,Центральный,C,1714078800,1731790800,1256,1262,4,,,2024-04-26,2024-11-17,8:56:00 PM,9:02:00 PM
874558,31,Парк Горького,,Центральный,C,1714078800,1731790800,1256,1262,4,Советский союз,Отмена,2024-04-26,2024-11-17,8:56:00 PM,9:02:00 PM
1093268,46,Киевский,Капитан Смолик,Северный 1А,B,1719954000,1731790800,1257,1267,10,,,2024-07-03,2024-11-17,8:57:00 PM,9:07:00 PM
1088657,50,Китай-город,Добрыня,Северный,B,1719781200,1731790800,1258,1268,10,,,2024-07-01,2024-11-17,8:58:00 PM,9:08:00 PM
1053344,49,Новоспасский,Москва-51,Исторический,B,1718744400,1731790800,1259,1267,5,,,2024-06-19,2024-11-17,8:59:00 PM,9:07:00 PM
921984,167,Химки,850 лет Москве,СРВ - Химки,A,1715202000,1731531600,1260,1270,10,,,2024-05-09,2024-11-14,9:00:00 PM,9:10:00 PM
1029124,45,Воробьевы горы,Романтика,Северный 1А,A,1717966800,1731790800,1261,1265,4,,,2024-06-10,2024-11-17,9:01:00 PM,9:05:00 PM
1085389,32,Нескучный сад,Снегири-4,Северный,B,1719608400,1731790800,1261,1264,3,,,2024-06-29,2024-11-17,9:01:00 PM,9:04:00 PM
1090344,32,Нескучный сад,Полковник Новгородов,Исторический,C,1719867600,1731790800,1261,1265,4,,,2024-07-02,2024-11-17,9:01:00 PM,9:05:00 PM
1094062,51,Патриарший,Лагуна,Центральный,A,1719954000,1731790800,1261,1266,5,,,2024-07-03,2024-11-17,9:01:00 PM,9:06:00 PM
1094202,45,Воробьевы горы,М-250,Исторический,B,1719954000,1731790800,1262,1272,10,,,2024-07-03,2024-11-17,9:02:00 PM,9:12:00 PM
845598,32,Нескучный сад,Прага,Северный,A,1719608400,1731790800,1264,1268,4,,,2024-06-29,2024-11-17,9:04:00 PM,9:08:00 PM
1037059,55,Третьяковский,Столица-1,Круговой,A,1718139600,1731790800,1264,1268,4,,,2024-06-12,2024-11-17,9:04:00 PM,9:08:00 PM
1058525,47,Красный октябрь,Москва-61,Исторический,A,1718917200,1731790800,1264,1268,4,,,2024-06-21,2024-11-17,9:04:00 PM,9:08:00 PM
988782,75,Серебряный бор-2,Амстердам,Разовый подход,A,1716930000,1731618000,1265,1270,5,,,2024-05-29,2024-11-15,9:05:00 PM,9:10:00 PM
1090961,50,Китай-город,Святогор,Северный 1А,C,1719867600,1731790800,1265,1268,3,,,2024-07-02,2024-11-17,9:05:00 PM,9:08:00 PM
1094396,50,Китай-город,Алина Танго,Исторический,A,1719954000,1731790800,1265,1275,10,,,2024-07-03,2024-11-17,9:05:00 PM,9:15:00 PM
1094654,46,Киевский,Вдохновение,Северный,A,1719954000,1731790800,1265,1275,7,,,2024-07-03,2024-11-17,9:05:00 PM,9:15:00 PM
862998,50,Китай-город,Святогор,Северный 1А,C,1720126800,1731790800,1268,1275,7,,,2024-07-05,2024-11-17,9:08:00 PM,9:15:00 PM
863513,50,Китай-город,,Северный 1А,C,1727643600,1727902800,1268,1275,7,Святогор,Отмена,2024-09-30,2024-10-03,9:08:00 PM,9:15:00 PM
1093730,32,Нескучный сад,Москва-21,Северный 1А,B,1719954000,1731790800,1268,1271,3,,,2024-07-03,2024-11-17,9:08:00 PM,9:11:00 PM
1083690,45,Воробьевы горы,Алексия,Северный,A,1719608400,1731790800,1269,1273,4,,,2024-06-29,2024-11-17,9:09:00 PM,9:13:00 PM
1093850,75,Серебряный бор-2,Будь готов,Серебряный бор,A,1719954000,1731790800,1269,1275,6,,,2024-07-03,2024-11-17,9:09:00 PM,9:15:00 PM
1094010,51,Патриарший,Конкорд,Круговой,A,1719954000,1731790800,1269,1274,5,,,2024-07-03,2024-11-17,9:09:00 PM,9:14:00 PM
866351,61,Захарково,Москва-1,СРВ - Захарково,A,1714165200,1731531600,1270,1290,20,,,2024-04-27,2024-11-14,9:10:00 PM,9:30:00 PM
938752,33,Крымский мост,Морис,Разовый подход,B,1715634000,1731790800,1270,1280,10,,,2024-05-14,2024-11-17,9:10:00 PM,9:20:00 PM
1061374,73,Зарядье,Лоцман,Центральный,B,1718917200,1731790800,1270,1280,10,,,2024-06-21,2024-11-17,9:10:00 PM,9:20:00 PM
877976,31,Парк Горького,М-88,Центральный,C,1714251600,1731790800,1271,1277,4,,,2024-04-28,2024-11-17,9:11:00 PM,9:17:00 PM
880764,31,Парк Горького,,Центральный,C,1714251600,1731790800,1271,1277,4,М-88,Отмена,2024-04-28,2024-11-17,9:11:00 PM,9:17:00 PM
1084420,32,Нескучный сад,Михаил Сеспель,Северный 1А,A,1719522000,1731790800,1271,1275,4,,,2024-06-28,2024-11-17,9:11:00 PM,9:15:00 PM
1093368,46,Киевский,Алина Прима,Северный 1А,B,1719954000,1731790800,1272,1282,10,,,2024-07-03,2024-11-17,9:12:00 PM,9:22:00 PM
1061416,50,Китай-город,Флагман,Северный,B,1718917200,1731790800,1273,1283,10,,,2024-06-21,2024-11-17,9:13:00 PM,9:23:00 PM
1006303,49,Новоспасский,Адмиралъ,Исторический,B,1717534800,1731790800,1274,1282,5,,,2024-06-05,2024-11-17,9:14:00 PM,9:22:00 PM
1004760,51,Патриарший,Юнга,Центральный,A,1717448400,1731790800,1276,1281,5,,,2024-06-04,2024-11-17,9:16:00 PM,9:21:00 PM
1053514,32,Нескучный сад,Москва-28,Исторический,C,1718744400,1731790800,1276,1280,4,,,2024-06-19,2024-11-17,9:16:00 PM,9:20:00 PM
1071501,45,Воробьевы горы,Алина Браво,Северный 1А,A,1719262800,1731790800,1276,1280,4,,,2024-06-25,2024-11-17,9:16:00 PM,9:20:00 PM
1094576,32,Нескучный сад,Москва-24,Северный,B,1719954000,1731790800,1276,1279,3,,,2024-07-03,2024-11-17,9:16:00 PM,9:19:00 PM
843818,45,Воробьевы горы,Чижик-II,Исторический,B,1725310800,1731790800,1277,1287,10,,,2024-09-03,2024-11-17,9:17:00 PM,9:27:00 PM
844184,45,Воробьевы горы,,Исторический,B,1727730000,1727989200,1277,1287,10,Чижик-II,Отмена,2024-10-01,2024-10-04,9:17:00 PM,9:27:00 PM
1045820,55,Третьяковский,Столица-2,Круговой,A,1718485200,1731790800,1279,1283,4,,,2024-06-16,2024-11-17,9:19:00 PM,9:23:00 PM
1090346,47,Красный октябрь,Полковник Новгородов,Исторический,A,1719867600,1731790800,1279,1283,4,,,2024-07-02,2024-11-17,9:19:00 PM,9:23:00 PM
1094444,32,Нескучный сад,Москва-46,Северный,A,1719954000,1731790800,1279,1283,4,,,2024-07-03,2024-11-17,9:19:00 PM,9:23:00 PM
988799,57,Троице-Лыково,Амстердам,Разовый подход,A,1716930000,1731618000,1280,1310,30,,,2024-05-29,2024-11-15,9:20:00 PM,9:50:00 PM
1053347,50,Китай-город,Москва-51,Исторический,A,1718744400,1731790800,1280,1290,10,,,2024-06-19,2024-11-17,9:20:00 PM,9:30:00 PM
1057176,46,Киевский,Фортуна,Северный,A,1718744400,1731790800,1280,1290,7,,,2024-06-19,2024-11-17,9:20:00 PM,9:30:00 PM
1076405,50,Китай-город,Удача,Северный 1А,C,1719349200,1731790800,1280,1283,3,,,2024-06-26,2024-11-17,9:20:00 PM,9:23:00 PM
1093852,57,Троице-Лыково,Будь готов,Серебряный бор,A,1719954000,1731790800,1280,1283,3,,,2024-07-03,2024-11-17,9:20:00 PM,9:23:00 PM
1029127,32,Нескучный сад,Романтика,Северный 1А,B,1717966800,1731790800,1283,1286,3,,,2024-06-10,2024-11-17,9:23:00 PM,9:26:00 PM
1092114,50,Китай-город,Удача,Северный 1А,C,1719867600,1731790800,1283,1290,7,,,2024-07-02,2024-11-17,9:23:00 PM,9:30:00 PM
1093944,93,Серебряный бор-3,Амстердам,Серебряный бор,A,1719954000,1731790800,1283,1286,3,,,2024-07-03,2024-11-17,9:23:00 PM,9:26:00 PM
1062028,45,Воробьевы горы,Снегири-2,Северный,A,1718917200,1731790800,1284,1288,4,,,2024-06-21,2024-11-17,9:24:00 PM,9:28:00 PM
1057195,73,Зарядье,Советский союз,Центральный,B,1718744400,1731790800,1285,1295,10,,,2024-06-19,2024-11-17,9:25:00 PM,9:35:00 PM
889667,31,Парк Горького,Лагуна,Центральный,C,1714597200,1731790800,1286,1292,4,,,2024-05-02,2024-11-17,9:26:00 PM,9:32:00 PM
893862,31,Парк Горького,,Центральный,C,1714597200,1731790800,1286,1292,4,Лагуна,Отмена,2024-05-02,2024-11-17,9:26:00 PM,9:32:00 PM
1092080,32,Нескучный сад,Счастье,Северный 1А,A,1719867600,1731790800,1286,1290,4,,,2024-07-02,2024-11-17,9:26:00 PM,9:30:00 PM
1081566,46,Киевский,Рио,Северный 1А,B,1719435600,1731790800,1287,1297,10,,,2024-06-27,2024-11-17,9:27:00 PM,9:37:00 PM
1085387,50,Китай-город,Снегири-4,Северный,B,1719608400,1731790800,1288,1298,10,,,2024-06-29,2024-11-17,9:28:00 PM,9:38:00 PM
1058513,49,Новоспасский,Москва-61,Исторический,B,1718917200,1731790800,1289,1297,5,,,2024-06-21,2024-11-17,9:29:00 PM,9:37:00 PM
985406,49,Новоспасский,Соболь,Разовый подход,A,1716843600,1731531600,1290,1300,10,,,2024-05-28,2024-11-14,9:30:00 PM,9:40:00 PM
1061371,51,Патриарший,Лоцман,Центральный,A,1718917200,1731790800,1291,1296,5,,,2024-06-21,2024-11-17,9:31:00 PM,9:36:00 PM
1083693,32,Нескучный сад,Алексия,Северный,B,1719608400,1731790800,1291,1294,3,,,2024-06-29,2024-11-17,9:31:00 PM,9:34:00 PM
1093270,45,Воробьевы горы,Капитан Смолик,Северный 1А,A,1719954000,1731790800,1291,1295,4,,,2024-07-03,2024-11-17,9:31:00 PM,9:35:00 PM
1094204,32,Нескучный сад,М-250,Исторический,C,1719954000,1731790800,1291,1295,4,,,2024-07-03,2024-11-17,9:31:00 PM,9:35:00 PM
1094272,45,Воробьевы горы,Снегири-3,Исторический,B,1719954000,1731790800,1292,1302,10,,,2024-07-03,2024-11-17,9:32:00 PM,9:42:00 PM
1077612,47,Красный октябрь,Москва-28,Исторический,A,1719435600,1731790800,1294,1298,4,,,2024-06-27,2024-11-17,9:34:00 PM,9:38:00 PM
1088660,32,Нескучный сад,Добрыня,Северный,A,1719781200,1731790800,1294,1298,4,,,2024-07-01,2024-11-17,9:34:00 PM,9:38:00 PM
1094014,55,Третьяковский,Конкорд,Круговой,A,1719954000,1731790800,1294,1305,7,,,2024-07-03,2024-11-17,9:34:00 PM,9:45:00 PM
1006306,50,Китай-город,Адмиралъ,Исторический,A,1717534800,1731790800,1295,1305,10,,,2024-06-05,2024-11-17,9:35:00 PM,9:45:00 PM
1093688,50,Китай-город,Москва-21,Северный 1А,C,1719954000,1731790800,1295,1305,7,,,2024-07-03,2024-11-17,9:35:00 PM,9:45:00 PM
1094876,46,Киевский,Снегири-1,Северный,A,1719954000,1731790800,1295,1305,7,,,2024-07-03,2024-11-17,9:35:00 PM,9:45:00 PM
1071504,32,Нескучный сад,Алина Браво,Северный 1А,B,1719262800,1731790800,1298,1301,3,,,2024-06-25,2024-11-17,9:38:00 PM,9:41:00 PM
1093946,75,Серебряный бор-2,Амстердам,Серебряный бор,A,1719954000,1731790800,1299,1305,6,,,2024-07-03,2024-11-17,9:39:00 PM,9:45:00 PM
1094656,45,Воробьевы горы,Вдохновение,Северный,A,1719954000,1731790800,1299,1303,4,,,2024-07-03,2024-11-17,9:39:00 PM,9:43:00 PM
1056792,73,Зарядье,М-88,Центральный,B,1718830800,1731790800,1300,1310,10,,,2024-06-20,2024-11-17,9:40:00 PM,9:50:00 PM
807115,31,Парк Горького,Юнга,Центральный,C,1713906000,1731790800,1301,1307,4,,,2024-04-24,2024-11-17,9:41:00 PM,9:47:00 PM
838269,31,Парк Горького,,Центральный,C,1713906000,1731790800,1301,1307,4,Юнга,Отмена,2024-04-24,2024-11-17,9:41:00 PM,9:47:00 PM
863001,32,Нескучный сад,Святогор,Северный 1А,A,1720126800,1731790800,1301,1305,4,,,2024-07-05,2024-11-17,9:41:00 PM,9:45:00 PM
863516,32,Нескучный сад,,Северный 1А,A,1727643600,1727902800,1301,1305,4,Святогор,Отмена,2024-09-30,2024-10-03,9:41:00 PM,9:45:00 PM
1094578,50,Китай-город,Москва-24,Северный,B,1719954000,1731790800,1303,1313,10,,,2024-07-03,2024-11-17,9:43:00 PM,9:53:00 PM
1090304,49,Новоспасский,Полковник Новгородов,Исторический,B,1719867600,1731790800,1304,1312,5,,,2024-07-02,2024-11-17,9:44:00 PM,9:52:00 PM
843821,32,Нескучный сад,Чижик-II,Исторический,C,1725310800,1731790800,1306,1310,4,,,2024-09-03,2024-11-17,9:46:00 PM,9:50:00 PM
844187,32,Нескучный сад,,Исторический,C,1727730000,1727989200,1306,1310,4,Чижик-II,Отмена,2024-10-01,2024-10-04,9:46:00 PM,9:50:00 PM
1057197,51,Патриарший,Советский союз,Центральный,A,1718744400,1731790800,1306,1311,5,,,2024-06-19,2024-11-17,9:46:00 PM,9:51:00 PM
1062040,32,Нескучный сад,Снегири-2,Северный,B,1718917200,1731790800,1306,1309,3,,,2024-06-21,2024-11-17,9:46:00 PM,9:49:00 PM
1093362,45,Воробьевы горы,Алина Прима,Северный 1А,A,1719954000,1731790800,1306,1310,4,,,2024-07-03,2024-11-17,9:46:00 PM,9:50:00 PM
844825,45,Воробьевы горы,Олимпиада,Исторический,B,1719435600,1731790800,1307,1317,10,,,2024-06-27,2024-11-17,9:47:00 PM,9:57:00 PM
1094168,47,Красный октябрь,М-250,Исторический,A,1719954000,1731790800,1309,1313,4,,,2024-07-03,2024-11-17,9:49:00 PM,9:53:00 PM
1094516,32,Нескучный сад,Флагман,Северный,A,1719954000,1731790800,1309,1313,4,,,2024-07-03,2024-11-17,9:49:00 PM,9:53:00 PM
845496,46,Киевский,Прага,Северный,A,1719608400,1731790800,1310,1320,7,,,2024-06-29,2024-11-17,9:50:00 PM,10:00:00 PM
985350,48,Сити – Экспоцентр,Волна,Разовый подход,B,1716843600,1731790800,1310,1325,15,,,2024-05-28,2024-11-17,9:50:00 PM,10:05:00 PM
1029130,50,Китай-город,Романтика,Северный 1А,C,1717966800,1731790800,1310,1313,3,,,2024-06-10,2024-11-17,9:50:00 PM,9:53:00 PM
1058516,50,Китай-город,Москва-61,Исторический,A,1718917200,1731790800,1310,1320,10,,,2024-06-21,2024-11-17,9:50:00 PM,10:00:00 PM
1092138,50,Китай-город,Романтика,Северный 1А,C,1719867600,1731790800,1310,1320,7,,,2024-07-02,2024-11-17,9:50:00 PM,10:00:00 PM
1093948,57,Троице-Лыково,Амстердам,Серебряный бор,A,1719954000,1731790800,1310,1313,3,,,2024-07-03,2024-11-17,9:50:00 PM,9:53:00 PM
1093272,32,Нескучный сад,Капитан Смолик,Северный 1А,B,1719954000,1731790800,1313,1316,3,,,2024-07-03,2024-11-17,9:53:00 PM,9:56:00 PM
1057179,45,Воробьевы горы,Фортуна,Северный,A,1718744400,1731790800,1314,1318,4,,,2024-06-19,2024-11-17,9:54:00 PM,9:58:00 PM
1094058,73,Зарядье,Лагуна,Центральный,B,1719954000,1731790800,1315,1325,10,,,2024-07-03,2024-11-17,9:55:00 PM,10:05:00 PM
893823,31,Парк Горького,,Центральный,C,1714597200,1731790800,1316,1318,2,,,2024-05-02,2024-11-17,9:56:00 PM,9:58:00 PM
978604,31,Парк Горького,,Центральный,C,1716670800,1731790800,1316,1318,2,,,2024-05-26,2024-11-17,9:56:00 PM,9:58:00 PM
1083945,31,Парк Горького,,Центральный,C,1719522000,1731790800,1316,1322,4,Лоцман,Отмена,2024-06-28,2024-11-17,9:56:00 PM,10:02:00 PM
1092104,32,Нескучный сад,Удача,Северный 1А,A,1719867600,1731790800,1316,1320,4,,,2024-07-02,2024-11-17,9:56:00 PM,10:00:00 PM
1084422,46,Киевский,Михаил Сеспель,Северный 1А,B,1719522000,1731790800,1317,1327,10,,,2024-06-28,2024-11-17,9:57:00 PM,10:07:00 PM
1080948,31,Парк Горького,Лоцман,Центральный,C,1719522000,1731790800,1318,1322,4,,,2024-06-28,2024-11-17,9:58:00 PM,10:02:00 PM
1083696,50,Китай-город,Алексия,Северный,B,1719608400,1731790800,1318,1328,10,,,2024-06-29,2024-11-17,9:58:00 PM,10:08:00 PM
1053462,49,Новоспасский,Москва-28,Исторический,B,1718744400,1731790800,1319,1327,5,,,2024-06-19,2024-11-17,9:59:00 PM,10:07:00 PM
838484,42,Меловой,Адмиралъ,Разовый подход,A,1727643600,1727730000,1320,600,2880,,,2024-09-30,2024-10-01,10:00:00 PM,10:00:00 AM
850536,33,Крымский мост,Легенда,Разовый подход,B,1715374800,1729976400,1320,1350,30,,,2024-05-11,2024-10-27,10:00:00 PM,10:30:00 PM
1056794,51,Патриарший,М-88,Центральный,A,1718830800,1731790800,1321,1326,5,,,2024-06-20,2024-11-17,10:01:00 PM,10:06:00 PM
1081569,45,Воробьевы горы,Рио,Северный 1А,A,1719435600,1731790800,1321,1325,4,,,2024-06-27,2024-11-17,10:01:00 PM,10:05:00 PM
1094276,32,Нескучный сад,Снегири-3,Исторический,C,1719954000,1731790800,1321,1325,4,,,2024-07-03,2024-11-17,10:01:00 PM,10:05:00 PM
1094658,32,Нескучный сад,Вдохновение,Северный,B,1719954000,1731790800,1321,1324,3,,,2024-07-03,2024-11-17,10:01:00 PM,10:04:00 PM
1094360,45,Воробьевы горы,Алина Танго,Исторический,B,1719954000,1731790800,1322,1332,10,,,2024-07-03,2024-11-17,10:02:00 PM,10:12:00 PM
843824,47,Красный октябрь,Чижик-II,Исторический,A,1725310800,1731790800,1324,1328,4,,,2024-09-03,2024-11-17,10:04:00 PM,10:08:00 PM
844190,47,Красный октябрь,,Исторический,A,1727730000,1727989200,1324,1328,4,Чижик-II,Отмена,2024-10-01,2024-10-04,10:04:00 PM,10:08:00 PM
1091515,32,Нескучный сад,Снегири-4,Северный,A,1719867600,1731790800,1324,1328,4,,,2024-07-02,2024-11-17,10:04:00 PM,10:08:00 PM
1071507,50,Китай-город,Алина Браво,Северный 1А,C,1719262800,1731790800,1325,1328,3,,,2024-06-25,2024-11-17,10:05:00 PM,10:08:00 PM
1090306,50,Китай-город,Полковник Новгородов,Исторический,A,1719867600,1731790800,1325,1335,10,,,2024-07-02,2024-11-17,10:05:00 PM,10:15:00 PM
1094436,46,Киевский,Москва-46,Северный,A,1719954000,1731790800,1325,1335,7,,,2024-07-03,2024-11-17,10:05:00 PM,10:15:00 PM
1093220,50,Китай-город,Алина Браво,Северный 1А,C,1719954000,1731790800,1328,1335,7,,,2024-07-03,2024-11-17,10:08:00 PM,10:15:00 PM
1093358,32,Нескучный сад,Алина Прима,Северный 1А,B,1719954000,1731790800,1328,1331,3,,,2024-07-03,2024-11-17,10:08:00 PM,10:11:00 PM
1094878,45,Воробьевы горы,Снегири-1,Северный,A,1719954000,1731790800,1329,1333,4,,,2024-07-03,2024-11-17,10:09:00 PM,10:13:00 PM
1019010,73,Зарядье,,Центральный,B,1717794000,1731790800,1330,1340,10,,,2024-06-08,2024-11-17,10:10:00 PM,10:20:00 PM
1042752,73,Зарядье,,Центральный,B,1719781200,1731790800,1330,1340,10,,,2024-07-01,2024-11-17,10:10:00 PM,10:20:00 PM
868933,31,Парк Горького,Советский союз,Центральный,C,1714078800,1731790800,1331,1333,2,,,2024-04-26,2024-11-17,10:11:00 PM,10:13:00 PM
874567,31,Парк Горького,,Центральный,C,1714078800,1731790800,1331,1333,2,Советский союз,Отмена,2024-04-26,2024-11-17,10:11:00 PM,10:13:00 PM
1093694,32,Нескучный сад,Москва-21,Северный 1А,A,1719954000,1731790800,1331,1335,4,,,2024-07-03,2024-11-17,10:11:00 PM,10:15:00 PM
1092082,46,Киевский,Счастье,Северный 1А,B,1719867600,1731790800,1332,1342,10,,,2024-07-02,2024-11-17,10:12:00 PM,10:22:00 PM
1062031,50,Китай-город,Снегири-2,Северный,B,1718917200,1731790800,1333,1343,10,,,2024-06-21,2024-11-17,10:13:00 PM,10:23:00 PM
1094188,49,Новоспасский,М-250,Исторический,B,1719954000,1731790800,1334,1342,5,,,2024-07-03,2024-11-17,10:14:00 PM,10:22:00 PM
841951,48,Сити – Экспоцентр,Ривер Палас 2,Разовый подход,C,1717189200,1730322000,1335,1380,45,,,2024-06-01,2024-10-31,10:15:00 PM,11:00:00 PM
988791,93,Серебряный бор-3,Амстердам,Разовый подход,A,1716930000,1731618000,1335,1340,5,,,2024-05-29,2024-11-15,10:15:00 PM,10:20:00 PM
844828,32,Нескучный сад,Олимпиада,Исторический,C,1719435600,1731790800,1336,1340,4,,,2024-06-27,2024-11-17,10:16:00 PM,10:20:00 PM
1057182,32,Нескучный сад,Фортуна,Северный,B,1718744400,1731790800,1336,1339,3,,,2024-06-19,2024-11-17,10:16:00 PM,10:19:00 PM
1094060,51,Патриарший,Лагуна,Центральный,A,1719954000,1731790800,1336,1341,5,,,2024-07-03,2024-11-17,10:16:00 PM,10:21:00 PM
1053350,45,Воробьевы горы,Москва-51,Исторический,B,1718744400,1731790800,1337,1347,10,,,2024-06-19,2024-11-17,10:17:00 PM,10:27:00 PM
1094278,47,Красный октябрь,Снегири-3,Исторический,A,1719954000,1731790800,1339,1343,4,,,2024-07-03,2024-11-17,10:19:00 PM,10:23:00 PM
